epoch,dw_kl_loss,kl_loss,loss,mi_loss,rec_loss,tc_loss,val_dw_kl_loss,val_kl_loss,val_loss,val_mi_loss,val_rec_loss,val_tc_loss
0,195.06144400237454,29.212081081741967,-1113.8777981590017,-3.7938602170392928,315.704800378418,-162.0850182322755,171.6813752985573,6.882839742396219,-1371.1918529486309,-2.7161677679254654,80.7148890991211,-162.08719495783842
1,169.54116865377128,5.365867498199299,-1380.07555430649,-2.1598980341548586,72.56903545532226,-162.0025860381428,168.02275505057082,4.047175504886371,-1385.068138575822,-2.004955668097387,68.59809469604492,-161.96840326543406
2,167.07356563573632,3.333566387770095,-1387.2437677870564,-1.8175251999062398,66.7910623046875,-161.92908705275758,166.6344165576806,2.9256225873389328,-1388.9175535162012,-1.7912704487517301,65.41277407836914,-161.91734737034994
3,166.62581132592604,3.07028334640887,-1389.616339553691,-1.6404923476144926,64.41175940551757,-161.90134179375198,166.62978800834898,3.1726307130013867,-1390.523389980613,-1.5583574637432032,63.503120147705076,-161.90979406729238
4,166.60498691889845,3.1893600314310513,-1390.5200997171964,-1.5246581023377472,63.19511884765625,-161.87955473814122,166.59657916336135,3.1450636717555343,-1391.3631507331377,-1.5518964523767043,62.61649908447266,-161.90243325285954
5,166.59133687615542,3.2707849955352577,-1391.126423557475,-1.450440354753966,62.457520629882815,-161.8724840708762,166.58972648962072,3.4792833707261206,-1390.5505093331117,-1.2893595393334163,62.247033477783205,-161.8097909761182
6,166.58956613086397,3.3184311508951607,-1391.4373678216718,-1.4189793622784512,61.906419189453125,-161.85143737797105,166.57480522240976,3.22255770843266,-1391.7872521525273,-1.469273292178581,61.78765811157226,-161.8680442194331
7,166.58762925882309,3.407566624332487,-1391.89649388719,-1.365580151060445,61.1474240600586,-161.82659670550117,166.58818958173524,3.3685833626673647,-1392.3020291806772,-1.4060345808179628,60.82112167358398,-161.83053058551778
8,166.57765885113062,3.417471283772014,-1392.2341900519623,-1.3459250201562452,60.647884735107425,-161.8113808618043,166.55978484996461,3.3289822746509286,-1392.2476306620026,-1.4000957722300167,60.67376220703125,-161.80810819467683
9,166.57777545870078,3.4554072477175235,-1392.355540173579,-1.3196849390919263,60.38754243774414,-161.8001173130931,166.6067004323173,3.7660419463921,-1392.6546289584098,-1.1412138720539238,58.80159643554688,-161.69217119542208
10,166.57823951489115,3.4740623318728954,-1392.6257517482834,-1.3028482355642952,60.14842451171875,-161.80495675393274,166.58099961648134,3.5293741439327473,-1392.7569097177025,-1.2800681864551913,59.629199096679685,-161.76870402444075
11,166.5794947301529,3.4871552839960227,-1392.7039854420761,-1.3021933338325156,59.97085286254883,-161.79521397009472,166.55293772070414,3.3751298952674964,-1393.0034575794507,-1.3709590483952123,60.10301965332031,-161.82884559050808
