epoch,dw_kl_loss,kl_loss,loss,mi_loss,rec_loss,tc_loss,val_dw_kl_loss,val_kl_loss,val_loss,val_mi_loss,val_rec_loss,val_tc_loss
0,170.3462570280916,12.330724917041485,-113.0587102354413,-0.7113976809973633,188.99985578613283,-157.231141789556,167.77841721934493,12.478337989124045,-171.3411200161082,-0.024057381214382906,126.64470001220702,-155.2467266221486
1,167.40927577448133,12.993503676568313,-176.72781094674633,-0.013427142341659367,119.12047946777344,-154.41471301555333,167.30694460335698,13.636784710101775,-179.48942531367769,-0.010545030186070866,114.26747351074219,-153.68443279919694
2,167.15848004072163,13.371152440541097,-182.0407951818314,-0.009536046391891257,112.09494072265625,-153.76155996627256,167.04486976044936,12.938044384376045,-184.05596448662016,-0.009520453925412514,111.29980499267577,-154.13037292860673
3,167.09453935227762,13.527167266595555,-183.62455520358787,-0.007659866705030289,109.98634708251953,-153.5659272572266,167.07167816211424,13.13245459552902,-185.3384897983902,-0.010407874351000572,109.37013159179688,-153.9232972259834
4,167.0708313666226,13.664064310326282,-184.87280050738954,-0.008332407464468138,108.22183778076172,-153.38571241576997,167.0559052881419,13.475449787219366,-185.99351182476744,-0.010692197955782324,107.64072509765624,-153.55981667087002
5,167.051034363922,13.766169206324697,-185.5847698865,-0.00809584870935943,107.22932919921875,-153.28567920031054,167.0172555347499,13.066463413071808,-186.78721888504748,-0.010374879251466193,107.92667169189453,-153.90692374414687
6,167.05452423737702,13.806072924962121,-186.30265052789974,-0.00755447935797511,106.30818433837891,-153.21926820809944,167.02585792732378,13.889486596522987,-186.70339233077252,-0.006127215329163444,105.7484769897461,-153.15720001083773
7,167.04104844222772,13.884550414397777,-186.70680756100302,-0.006577088156366114,105.7105530883789,-153.15061066781772,166.99665792450577,13.526883569256574,-187.39088455989528,-0.008646534574176242,105.80350329589844,-153.3941330819084
8,167.04294278370426,13.943134473972098,-187.11286844550816,-0.007106303174138157,105.15437578125,-153.10102690242942,167.05949236219388,13.719888613470962,-186.3272881752088,-0.005693829213441944,106.53257849121094,-153.30455506646658
9,167.04750119524223,13.980921308252332,-187.50278918376895,-0.006519151693493609,104.59309230957031,-153.0456211789626,167.02004085990853,13.674009618391926,-188.19796226952212,-0.008161518307091475,104.87495788574219,-153.3615998322887
