epoch,dw_kl_loss,kl_loss,loss,mi_loss,rec_loss,tc_loss,val_dw_kl_loss,val_kl_loss,val_loss,val_mi_loss,val_rec_loss,val_tc_loss
0,226.36707627795764,59.67934249120319,-300.53610232999046,-3.7213656181846573,449.52581810302735,-162.11793851546534,171.27399578491298,6.730296489595738,-724.8405874969415,-2.4353588139678846,78.87663659667969,-162.092643510761
1,168.82080334248064,5.148453717204746,-734.703025606337,-1.8882963462835036,69.06573453369141,-161.78354452270446,167.57633172467322,4.453938089286629,-738.9285770415764,-1.4583710268361663,65.10049719238282,-161.69117248863267
2,166.93320157435264,3.9910036254185934,-742.7199985640867,-1.292607483368593,61.60251417236328,-161.66051780457244,166.7030981248855,3.6443725531022135,-743.3690527216587,-1.310246953533033,61.44055017089844,-161.7004090106515
3,166.68210112868712,3.878256275282595,-744.4976756235819,-1.1810516084575104,59.72613973999024,-161.62081081396698,166.67773669099273,3.871621011649521,-744.3218994207747,-1.2049213450269205,59.91928268432617,-161.61899957517767
4,166.66429955783676,3.94187866851188,-745.1950068436115,-1.1306259477960545,58.85624254760742,-161.59748716687665,166.62604767184067,3.758612622687348,-744.861905065291,-1.209176059543832,59.59423608398438,-161.6455021269287
5,166.65555952097304,3.9941389612566396,-745.5420891201791,-1.101044780535362,58.275340551757814,-161.56199073539582,166.63857453372646,3.8840301344304153,-745.2653335095913,-1.1738819263875526,58.8216819152832,-161.59195133870227
6,166.65410137999578,4.0358252814859785,-745.8330085280782,-1.0813086058309234,57.82930155029297,-161.53918380875612,166.63796597673834,3.9614462277766975,-745.2964102467628,-1.0923240357039976,58.55936212158203,-161.5669023848965
7,166.65160304051778,4.0675653117170105,-746.1013996991315,-1.0520278704959294,57.42087053833008,-161.520307567914,166.65618489338593,3.9966568749853693,-745.518117069344,-1.1197638121760594,58.24712454223633,-161.55027711546504
8,166.64666959018928,4.107726682963874,-746.291073290898,-1.0367298435606533,57.065301440429685,-161.49438574632615,166.64603239833036,4.237901019331982,-745.7157098839358,-0.9597318564171589,57.17649377441406,-161.4297507000439
9,166.63755656968456,4.141013829962529,-746.41786730916,-1.015639497519092,56.82579141845703,-161.4775959666303,166.61928045903744,3.985344468259949,-746.2199588247619,-1.0963197734278498,57.44637646484375,-161.53154932920242
10,166.64499285567754,4.18944631902392,-746.6325628984325,-0.9918299460297804,56.56220260620117,-161.47465473571341,166.62650805056543,4.33091185793886,-746.1331978167874,-0.9227941693485077,56.47906286621094,-161.3859957607026
11,166.63607670595107,4.192767405563803,-746.6039684299977,-0.9944190380881782,56.45338865356445,-161.44983579190418,166.63902013909566,4.13476639509997,-745.7510896211585,-1.0462451507347883,57.351028564453124,-161.44914886232883
